"id";"title";"brand";"price";"categories";"tags"
"mpn919-6264";"socks without elastic bands";"Bellinda";119;"Accessories,Hosiery,Men";"hosiery "
"mpn919-6307";"Bamboo socks";"Bellinda";119;"Accessories,Hosiery,Men";"socks,textiles "
"mpn909-2372";"Knitted hats";"Bata";199;"Accessories,Caps and hats";"cap,textiles "
"mpn909-2405";"Women's gloves with buttons";"Bata";199;"Accessories,Glove,women";"gloves,textiles "
"mpn824-6487";"men's leather shoes";"Rockport";1999;"Men,All shoes";"walking,glued,smooth leather "
"mpn909-3405";"Women's gloves with buttons";"Bata";199;"Accessories,Glove,women";" "
"mpn909-5404";"Women's gloves with a bow";"Bata";199;"Accessories,Glove,women";"gloves,textiles "
"mpn909-6404";"Women's gloves with a bow";"Bata";199;"Accessories,Glove,women";"gloves,textiles "
"mpn954-6140";"Men's leather belt";"Bata";599;"Accessories,Belts,Men";"Belt,other leather "
"mpn969-6237";"Letterbox style Miniaudiere";"Bata";599;"Accessories,Women bag,small purse";"handbag,textiles "
"mpn824-6489";"leather men's shoes";"Rockport";2599;"Men,shoes,elegant";"walking,glued,smooth leather "
"mpn924-4001";"Women's leather gloves with fur";"Junek";1199;"Accessories,Glove,women";"gloves,Women's,smooth leather "
"mpn179-9102";"Children's household footwear";"Bata";299;"Children,All boys shoes";"home,glued,textiles "
"mpn924-4029";"Men's leather gloves";"Junek";1199;"Accessories,Glove,Men";"gloves,mens,smooth leather "
"mpn924-5010";"leather gloves";"Junek";1199;"Accessories,Glove,women";"gloves,Women's,smooth leather "
"mpn924-6002";"Leather gloves with stitching";"Junek";1199;"Accessories,Glove,women";"gloves,Women's,smooth leather "
"mpn924-6010";"leather gloves";"Junek";1199;"Accessories,Glove,women";"gloves,Women's,smooth leather "
"mpn279-5102";"children's gym shoes with polka dots";"Bata";139;"Children,all children's shoes";" "
"mpn924-6014";"leather gloves";"Junek";1199;"Accessories,Glove,women";"gloves,Women's,smooth leather "
"mpn924-6019";"Women's leather gloves with fur";"Junek";1199;"Accessories,Glove,women";"gloves,Women's,smooth leather "
"mpn966-6003";"Leather handbag in the style of briefcase";"Mjus";4999;"Accessories,briefcase";"bag,smooth leather "
"mpn179-5102";"Children's household footwear";"Bata";299;"Children,all children's shoes";"home,glued,textiles "
"mpn964-4132";"leather handbag with removable strap";"Bata";3799;"Accessories,Women bag,Large handbags";"handbag,smooth leather "
"mpn279-9102";"Children's exercises with pictures";"Bata";139;"Children,Tutorials";" "
"mpn379-1100";"Printed exercises";"Bata";159;"Children,All boys shoes";"home,with a molded bottom right,textiles "
"mpn379-5103";"Tutorials";"Bata";159;"Children,Tutorials";"home,with a molded bottom right,textiles "
"mpn379-7103";"Tutorials";"-";159;"Children,all children's shoes";" "
"mpn379-8103";"Gym shoes with polka dots";"Bata";159;"Children,all children's shoes";"home,with a molded bottom right,textiles "
"mpn379-9100";"Children's exercises";"Bata";159;"Children,all children's shoes";"home,with a molded bottom right,textiles "
"mpn379-9103";"children's gym shoes with polka dots";"Bata";159;"Children,Tutorials";" "
"mpn479-9100";"Children's exercises";"Bata";179;"Children,Tutorials";"home,with a molded bottom right,textiles "
"mpn179-5105";"Children's household footwear";"Bata";199;"Children,all children's shoes";"home,glued,textiles "
"mpn179-9105";"Children's household footwear";"Bata";199;"Children,all children's shoes";"home,glued,textiles "
"mpn624-6706";"Women's leather boots";"Flexible";1599;"Women,All shoes";"walking,glued,smooth leather "
"mpn964-4101";"leather bag with a zipper";"Bata";3999;"Accessories,men's bags";"bag,smooth leather "
"mpn964-4113";"Leather Crossbody bag";"Bata";1999;"Accessories,all handbags";"handbag,smooth leather "
"mpn964-6113";"Leather Crossbody bag";"Bata";1999;"Accessories,all handbags";"handbag,smooth leather "
"mpn964-6132";"Leather ladies handbag";"Bata";3799;"Accessories,all handbags";"handbag,smooth leather "
"mpn824-6210";"men's leather shoes";"Climatec";1599;"Men,shoes,elegant";"walking,glued,smooth leather "
"mpn844-3007";"Leather men's sneakers";"Napapijri";3199;"Men,All shoes";"walking,Flexible,other leather "
"mpn844-4007";"casual leather sneakers";"Napapijri";3199;"Men,All shoes";"walking,Flexible,other leather "
"mpn894-3006";"leather ankle boots";"Napapijri";2999;"Men,All low boots";"walking,Flexible,other leather "
"mpn960-5100";"Shell suitcase on wheels";"Carlton";4599;"Accessories,luggage";"suitcase,cloaks "
"mpn960-5102";"Shell suitcase on wheels";"Carlton";4999;"Accessories,luggage";"suitcase,cloaks "
"mpn960-5103";"Shell suitcase on wheels";"Carlton";5499;"Accessories,luggage";"suitcase,cloaks "
"mpn969-5145";"Suitcase on wheels";"Carlton";2999;"Accessories,luggage";"suitcase,textiles "
"mpn969-5146";"Suitcase on wheels";"Carlton";3399;"Accessories,luggage";"suitcase,textiles "
"mpn969-5147";"Suitcase on wheels";"Carlton";3799;"Accessories,luggage";"suitcase,textiles "
"mpn969-6147";"Suitcase on wheels";"Carlton";3799;"Accessories,luggage";"suitcase,textiles "
"mpn990-0108";"protective spray on the feet";"Bata";129;"Accessories,Shoe care";"Silk Power For Fresh Feet "
"mpn894-4020";"Leather winter boots for ankles";"Helly Hansen";1999;"Men,All ankle boots";"walking,glued,Nubuk "
"mpn896-8002";"leather ankle sneakers with fur";"Helly Hansen";1999;"Men,All shoes";"walking,glued,Nubuk "
"mpn974-6146";"Women's leather jacket";"Bata";2999;"Accessories,Jackets,women";"jacket,Women's,smooth leather "
"mpn974-6145";"Women's leather jacket";"Bata";2999;"Accessories,Jackets,women";"jacket,smooth leather "
"mpn919-2316";"Men's outdoor socks";"Matex";239;"Accessories,Hosiery,Men";"socks "
"mpn964-4155";"Men's leather bag";"Elega";4999;"Accessories,briefcase";"cables,smooth leather "
"mpn964-4211";"Crossbody bag";"Elega";3599;"Accessories,all handbags";" "
"mpn964-5170";"leather purse";"Elega";2599;"Accessories,all handbags";"handbag,other leather "
"mpn964-6149";"leather purse";"Elega";3399;"Accessories,all handbags";"handbag,smooth leather "
"mpn964-6206";"leather bags with long strap";"Elega";3399;"Accessories,Women bag,Middle handbags";"handbag,other leather "
"mpn321-6130";"Kids shoes";"North Star junior";599;"Children,sneakers";"walking,glued,leatherette "
"mpn990-4001";"Wooden shoe";"Vener";399;"Accessories,Other";"Small goods "
"mpn990-5002";"Wooden shoe";"Vener";399;"Accessories,Other";"Small goods "
"mpn990-8003";"Wooden shoe";"Vener";399;"Accessories,Other";"Small goods "
"mpn519-6109";"black sneakers textile";"Tomy takkies";299;"Women,sneakers";" "
"mpn519-9111";"Denim sneakers";"Tomy takkies";299;"Women,sneakers";" "
"mpn903-6102";"Women's leather gloves in a gift box";"Bata";419;"Accessories,Glove,Men";"gloves,velours "
"mpn954-6191";"leather belt with two buckles";"Bata";599;"Accessories,Belts,Men";"Belt,smooth leather "
"mpn519-6110";"black sneakers textile";"Tomy takkies";299;"Women,All shoes";" "
"mpn401-9204";"children's sports sneakers to the ankles";"Adidas";799;"Children,ankle boots";"walking,glued,leatherette "
"mpn990-0147";"universal impregnation";"Collonil";259;"Accessories,Shoe care";"Collonil Carbon Pro "
"mpn109-6130";"Children's sports shoes";"Nike";599;"Children,all children's shoes";"walking,glued,textiles "
"mpn109-6630";"Velcro children's sneakers";"Nike";599;"Children,all children's shoes";"walking,glued,textiles "
"mpn304-9548";"Velcro children's sneakers";"Nike";499;"Children,all children's shoes";"walking,glued,smooth leather "
"mpn309-6277";"Children's sports shoes";"Nike";799;"Children,all children's shoes";"walking,glued,textiles "
"mpn401-1204";"Children's sneakers";"Adidas";799;"Children,all children's shoes";"walking,glued,leatherette "
"mpn409-2117";"Children's sports shoes";"Nike";799;"Children,all children's shoes";"walking,glued,textiles "
"mpn409-9198";"Children's sneakers";"Adidas";599;"Children,sneakers";"walking,glued,textiles "
"mpn409-9199";"Children's sports shoes";"Adidas";799;"Children,all children's shoes";"walking,glued,textiles "
"mpn409-9200";"Adidas sports shoes";"Adidas";599;"Children,all children's shoes";"walking,glued,textiles "
"mpn409-9218";"Blue sports shoes";"Nike";799;"Children,sneakers";"walking,glued,textiles "
"mpn501-1300";"white sneakers with green details";"Adidas";1399;"Women,All shoes";"walking,glued,leatherette "
"mpn509-2557";"Women's sneakers";"Nike";1699;"Women,Sport shoes";"walking,glued,textiles "
"mpn509-6557";"Women's sports sneakers";"Nike";1599;"Women,Sport shoes";"walking,glued,textiles "
"mpn509-8557";"Women's sports sneakers";"Nike";1699;"Women,Sport shoes";"walking,glued,textiles "
"mpn509-9557";"Women's sports sneakers";"Nike";1699;"Women,Sport shoes";"walking,glued,textiles "
"mpn509-9677";"Adidas sports shoes";"Adidas";999;"Women,All shoes";"walking,glued,textiles "
"mpn801-1200";"Men's Adidas Shoes";"Adidas";1399;"Men,All low boots";"walking,glued,leatherette "
"mpn801-6140";"Men's ankle sneakers";"Adidas";1199;"Men,All low boots";"walking,glued,leatherette "
"mpn803-2134";"Men's sneakers";"Nike";1499;"Men,All shoes";"walking,glued,velours "
"mpn803-6132";"men's leather sneakers";"Adidas";1499;"Men,All low boots";"walking,glued,Nubuck / velor "
"mpn803-6134";"men's leather sneakers";"Nike";1499;"Men,All shoes";"walking,glued,velours "
"mpn803-9148";"men's leather sneakers";"Nike";1399;"Men,sneakers";"walking,glued,velours "
"mpn803-9151";"Men's ankle sneakers";"Adidas";1199;"Men,sneakers";"walking,glued,Nubuck / velor "
"mpn809-2220";"Men's sports shoes";"Nike";1599;"Men,All low boots";"walking,glued,textiles "
"mpn809-2993";"";"Adidas";999;"Men,sneakers";"walking,glued,textiles "
"mpn809-6220";"Men's sports shoes";"Nike";999;"Men,All low boots";"walking,glued,textiles "
"mpn809-6557";"Men's sports shoes";"Nike";1599;"Men,Sport shoes";"walking,glued,textiles "
"mpn809-9220";"Men's sports shoes";"Nike";1199;"Men,Sport shoes";"walking,glued,textiles "
"mpn809-9557";"Men's sports shoes";"Nike";1599;"Men,Sport shoes";"walking,glued,textiles "
"mpn809-9993";"";"Adidas";999;"Men,sneakers";" "
"mpn189-0103";"";"Vans";699;"Children,sneakers";"walking,glued,textiles "
"mpn189-0107";"Children's sneakers";"Vans";699;"Children,sneakers";" "
"mpn189-5160";"Velcro children's sneakers";"Vans";699;"Children,all children's shoes";" "
"mpn189-9107";"";"Vans";699;"Children,sneakers";"walking,glued,textiles "
"mpn889-5960";"Men's sneakers";"Vans";1199;"Men,All shoes";"walking,glued,textiles "
"mpn189-9160";"Velcro children's sneakers";"Vans";699;"Children,sneakers";"walking,glued,textiles "
"mpn389-7194";"children's sneakers with white camouflage pattern";"Vans";999;"Children,all children's shoes";"walking,glued,textiles "
"mpn389-9107";"children's sneakers with printed flowers";"Vans";999;"Children,all children's shoes";"walking,glued,textiles "
"mpn489-7194";"";"Vans";999;"Children,all children's shoes";"walking,glued,textiles "
"mpn489-9198";"Children's sneakers with print";"Vans";999;"Children,all children's shoes";"walking,glued,textiles "
"mpn509-2259";"Women's running sneakers";"Skechers";1799;"Women,Sport shoes";"walking,glued,textiles "
"mpn990-0145";"Winter footwear in footwear";"Bata";79;"Accessories,insoles for shoes";" "
"mpn509-2659";"Women's sports sneakers";"Skechers";1799;"Women,All shoes";"holiday,glued,textiles "
"mpn589-9290";"Women's sneakers with floral print";"Vans";999;"Women,sneakers";" "
"mpn809-2979";"Men's sports shoes";"Skechers";1799;"Men,All shoes";"walking,glued,textiles "
"mpn809-6977";"Men's sports shoes";"Skechers";1199;"Men,Sport shoes";"holiday,glued,textiles "
"mpn809-9979";"Men's sports shoes";"Skechers";1799;"Men,All shoes";"holiday,glued,textiles "
"mpn889-5200";"";"Vans";1399;"Men,All shoes";"walking,glued,textiles "
"mpn889-6198";"Men's sneakers";"Vans";1399;"Men,sneakers";"walking,glued,textiles "
"mpn889-6200";"";"Vans";1399;"Men,All shoes";"walking,glued,leatherette "
"mpn889-6309";"Men's Slip On Shoes";"Vans";1199;"Men,Slip - on";"walking,glued,textiles "
"mpn889-9204";"men's sneakers with uppers denimov˝m";"Vans";1399;"Men,sneakers";"walking,glued,textiles "
"mpn944-0310";"Manicure in a leather case";"Bata";699;"Accessories,Other";"manicure,other leather "
"mpn944-0311";"Manicure in a leather case";"Bata";599;"Accessories,Other";"manicure,other leather "
"mpn944-0314";"Manicure in a leather case";"Bata";399;"Accessories,Other";"manicure,other leather "
"mpn944-0318";"Manicure in a leather case";"Bata";599;"Accessories,Other";"manicure,other leather "
"mpn944-0322";"Manicure in a leather case";"Bata";499;"Accessories,Other";"manicure,other leather "
"mpn944-6200";"Manicure in a leather case";"Bata";899;"Accessories,Other";"manicure,other leather "
"mpn999-0266";"Colored laces";"Bata";39;"Accessories,Laces";"of the shoelace "
"mpn524-6117";"Women's leather shoes";"Bata";1599;"Women,shoes,without a heel";"walking,glued,smooth leather "
"mpn999-3266";"Colored laces";"Bata";39;"Accessories,Laces";"of the shoelace "
"mpn999-5266";"Colored laces";"Bata";39;"Accessories,Laces";"of the shoelace "
"mpn999-7266";"Colored laces";"Bata";39;"Accessories,Laces";"of the shoelace "
"mpn999-8266";"Colored laces";"Bata";39;"Accessories,Laces";"of the shoelace "
"mpn999-9266";"Colored laces";"Bata";39;"Accessories,Laces";"of the shoelace "
"mpn594-6263";"leather ankle boots";"Bata";1799;"";"walking,glued,other leather "
"mpn594-6267";"Women's Chelsea Boots";"Bata";1799;"Women,All shoes";"walking,glued,other leather "
"mpn896-6107";"Men's winter footwear";"Weinbrenner";1999;"Men,All shoes";"of winter,Flexible,other leather "
"mpn211-2156";"Children's sneakers";"Mini B";699;"Children,All boys shoes";"walking,glued,leatherette "
"mpn211-2157";"Children's sneakers";"Mini B";399;"Children,sneakers";"walking,glued,leatherette "
"mpn211-9151";"Children's sneakers";"Mini B";499;"Children,All boys shoes";"walking,glued,leatherette "
"mpn311-2190";"Children's sneakers";"Mini B";499;"Children,All boys shoes";"walking,glued,leatherette "
"mpn311-2195";"sports sneakers Flexible ankle";"Flexible";699;"Children,sneakers";"walking,glued,leatherette "
"mpn311-2214";"Children's sneakers";"Mini B";399;"Children,All boys shoes";"walking,glued,leatherette "
"mpn311-2218";"Children's sports shoes";"Mini B";699;"Children,sneakers";"walking,glued,leatherette "
"mpn311-3212";"children's casual sneakers with Velcro";"Mini B";399;"Children,all children's shoes";"walking,glued,leatherette "
"mpn311-9194";"Children's sneakers";"Flexible";699;"Children,All boys shoes";"walking,glued,leatherette "
"mpn319-9200";"Children's casual sneakers";"Mini B";399;"Children,All boys shoes";"walking,glued,textiles "
"mpn321-2185";"Children's sports shoes";"Mini B";399;"Children,all children's shoes";"walking,glued,leatherette "
"mpn321-5178";"Children's shoes in the Spectator shoes style";"Mini B";499;"Children,All girls shoes";"walking,glued,Other leather "
"mpn321-5186";"Children's Red Slip On";"North Star junior";499;"Children,sneakers";"walking,glued,leatherette "
"mpn321-8181";"Yellow ballerina with strap";"Mini B";399;"Children,all children's shoes";"walking,glued,Other leather "
"mpn321-9181";"Blue ballerina with strap";"Mini B";399;"Children,All girls shoes";"walking,glued,Other leather "
"mpn321-9185";"Girls sport sneakers";"Mini B";399;"Children,all children's shoes";"walking,glued,leatherette "
"mpn321-9186";"Children's Slip On";"North Star junior";499;"Children,All girls shoes";"walking,glued,leatherette "
"mpn324-5171";"leather ballerinas with ankle strap";"Mini B";499;"Children,all children's shoes";"walking,glued,smooth leather "
"mpn329-1173";"Slip on with lace";"North Star junior";499;"Children,All girls shoes";"walking,glued,textiles "
"mpn329-1175";"Girls sport sneakers";"Mini B";699;"Children,All girls shoes";"walking,glued,textiles "
"mpn329-5175";"Girls sport sneakers";"Mini B";699;"Children,sneakers";"walking,glued,textiles "
"mpn329-8175";"Children's sneakers";"Mini B";699;"Children,All girls shoes";"walking,glued,textiles "
"mpn513-3200";"Leather Slip-on shoes with perforation";"Flexible";1599;"Women,All shoes";"walking,glued,Nubuck / velor "
"mpn513-5200";"Leather Slip-on shoes with perforation";"Flexible";1599;"Women,Slip - on";"walking,glued,Nubuck / velor "
"mpn513-8200";"Leather Slip-on shoes with perforation";"Flexible";1599;"Women,All shoes";"Highly fashionable,glued,other leather "
"mpn514-1197";"Leather Plim Soll shoes with perforations";"Bata";1399;"Women,Slip - on";"walking,glued,other leather "
"mpn824-6276";"leather shoes in the Derby cut";"Bata";1599;"Men,All shoes";"walking,glued,smooth leather "
"mpn514-3197";"Leather Plim Soll shoes with perforations";"Bata";1399;"Women,Slip - on";"walking,glued,smooth leather "
"mpn514-5197";"Leather Plim Soll shoes with perforations";"Bata";1399;"Women,All shoes";"walking,glued,other leather "
"mpn514-9197";"Leather Plim Soll shoes with perforations";"Bata";1399;"Women,Slip - on";"walking,glued,other leather "
"mpn515-5203";"Women Slip on a knit";"Flexible";1599;"Women,Slip - on";"fashion,glued,other leather "
"mpn515-8203";"Women's Leather Slip-On";"Flexible";1599;"Women,Slip - on";"fashion,glued,other leather "
"mpn372-5008";"children's sandals";"Crocs";799;"Children,Domestic footwear";"holiday,with a molded bottom right,rubber / plastic "
"mpn524-0493";"Women's leather ballerina in toe";"Bata";1399;"Women,All shoes";"walking,glued,smooth leather "
"mpn524-1493";"white leather ballerinas to the tip";"Bata";1399;"Women,All shoes";"walking,glued,smooth leather "
